 open , high , low , close , open , high , low , close , open , high , low , close , open , high , low , open , low , open , low , close , Close/Last , close 
 0.3976112105883446 , 0.3976112105883446 , 0.39730761781069535 , 0.39730761781069535 , 0.39729243817181287 , 0.3977478273382868 , 0.39729243817181287 , 0.39762639022722707 , 0.39750495311616735 , 0.39762639022722707 , 0.3972772585329304 , 0.39729243817181287 , 0.3979755219215237 , 0.39832465361582037 , 0.3975201327550498 , 0.3975808513105797 , 0.3970799232274584 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.39799070156040617 
 0.3975353123939323 , 0.39788444408822893 , 0.39714064178298825 , 0.39765674950499197 , 0.3967004322553968 , 0.397854084810464 , 0.39644237839439495 , 0.3975353123939323 , 0.39818803686587817 , 0.39818803686587817 , 0.39569857608915426 , 0.3967156118942793 , 0.398673785310117 , 0.39891665953223643 , 0.3979299830048763 , 0.4001462102817159 , 0.39815767758811327 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.3986434260323521 
 0.39712546214410577 , 0.40040426414271774 , 0.39712546214410577 , 0.4000703120873036 , 0.3973683363662252 , 0.3975201327550498 , 0.3965030969499248 , 0.39712546214410577 , 0.3958048335613315 , 0.3975656716716972 , 0.3958048335613315 , 0.39730761781069535 , 0.39603252814456846 , 0.3962905820055703 , 0.39566821681138936 , 0.3958959113946263 , 0.39574411500580164 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.39603252814456846 
 0.39501549233944344 , 0.3961387856167457 , 0.39465118100626434 , 0.3958959113946263 , 0.3947574384784416 , 0.395592318616977 , 0.3947118995617942 , 0.39496995342279606 , 0.395592318616977 , 0.39569857608915426 , 0.3946663606451468 , 0.3948636959506188 , 0.39547088150591736 , 0.39588073175574384 , 0.395197648006033 , 0.3966700729776319 , 0.39518246836715054 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.39551642042256474 
 0.3966245340609845 , 0.3967156118942793 , 0.3959869892279211 , 0.3966700729776319 , 0.39622986345004046 , 0.397034384310811 , 0.39586555211686136 , 0.39653345622768976 , 0.3966852526165144 , 0.39674597117204424 , 0.3956074982558595 , 0.3962602227278054 , 0.39689776756086886 , 0.3972468992551655 , 0.396639713699867 , 0.39606288742233337 , 0.39591109103350874 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.3970192046719285 
 0.3957592946446841 , 0.39622986345004046 , 0.3954557018670349 , 0.3961387856167457 , 0.39553160006144716 , 0.39636648019998266 , 0.39553160006144716 , 0.3957896539224491 , 0.3949547737839136 , 0.39624504308892294 , 0.3948636959506188 , 0.39553160006144716 , 0.39521282764491544 , 0.39566821681138936 , 0.3946967199229117 , 0.39481815703397144 , 0.394180612200908 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.39521282764491544 
 0.396017348505686 , 0.3965030969499248 , 0.39404399545096586 , 0.3948940552283837 , 0.3968674082831039 , 0.39709510286634087 , 0.3955619593392121 , 0.3960932467000983 , 0.3972013603385181 , 0.3977478273382868 , 0.3967156118942793 , 0.39677633044980914 , 0.3981273183103483 , 0.3982183961436431 , 0.39644237839439495 , 0.3995693840041823 , 0.39770228842163935 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9323043005862136 , 0.3981121386714659 
 0.40035872522607036 , 0.40049534197601255 , 0.39938722833759277 , 0.39958456364306477 , 0.40049534197601255 , 0.40054088089265993 , 0.39979707858741925 , 0.40035872522607036 , 0.400085491726186 , 0.4007533958370144 , 0.3999792342540088 , 0.4004801623371301 , 0.4011632460868409 , 0.4012846831979006 , 0.4000551324484211 , 0.3999336953373614 , 0.39987297678183154 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9181479937335757 , 0.40110252753131104 
 0.39905327628217857 , 0.3999336953373614 , 0.39891665953223643 , 0.3999336953373614 , 0.3985978871157047 , 0.3999488749762439 , 0.39855234819905727 , 0.39914435411547333 , 0.39981225822630173 , 0.4000551324484211 , 0.39855234819905727 , 0.39855234819905727 , 0.4001462102817159 , 0.400313186309423 , 0.39966046183747705 , 0.39891665953223643 , 0.39890147989335395 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9181479937335757 , 0.4001006713650685 
 0.3992506115876506 , 0.3995390247264174 , 0.39891665953223643 , 0.39891665953223643 , 0.39888630025447147 , 0.39938722833759277 , 0.398051420115936 , 0.3993720486987103 , 0.39818803686587817 , 0.3991747133932383 , 0.39799070156040617 , 0.39888630025447147 , 0.39817285722699575 , 0.3983398332547028 , 0.3974138752828726 , 0.4000247731706562 , 0.3972772585329304 , 0.40659755680676263 , 0.3904160617580572 , 0.39762639022722707 , 0.9181479937335757 , 0.39818803686587817 
